cl_id,cl_tracked,cl_fraud,cl_refunded,cb_amount,rf_amount,pv,revenue,email,co_name,gender,datecl,payment_method,mid,pid,card_brand,ps_id,pss_id
3536,0,1,1,5.16,45.12,2878.52,987.52,wesley.warren@example.com,Ireland,male,2021-01-13,Prepaid cards,109,1288,MasterCard,79,74
2811,1,0,0,3.32,11.84,2033.88,766.12,billie.pena@example.com,United States,female,2021-01-11,Mobile,74,1294,Visa,41,50
6434,1,1,1,4.2,42.56,2651.16,912.36,leonora.meyer@example.com,Switzerland,female,2021-03-14,Prepaid cards,118,1123,JBC,100,6
1569,1,1,1,31.36,7.36,3431.4,985.04,dustin.soto@example.com,Ireland,male,2021-03-31,E-Wallet,217,1246,JBC,96,73
9477,0,1,1,42.48,17.48,1558.88,470.12,lea.bertrand@example.com,Switzerland,female,2021-03-24,E-Wallet,116,1182,Visa,46,63
155,0,1,1,19.28,4.16,4633.88,582.2,gabrielle.fabre@example.com,France,female,2021-02-05,E-Wallet,122,1066,Visa,37,26
7897,1,1,0,43.64,29.88,1924.88,87.36,zoica.pinto@example.com,Brazil,female,2021-02-28,E-Wallet,101,1078,Visa,75,99
1965,0,1,0,12,49.64,1625.08,634.24,isabelle.carr@example.com,Ireland,female,2021-03-12,Mobile,251,1278,MasterCard,87,4
6148,0,0,1,47.08,38.84,2795.12,134.6,jacome.nunes@example.com,Brazil,male,2021-03-19,Bank transfers,191,1173,MasterCard,94,76
5986,1,0,1,15.36,32.68,3334.68,787.4,constance.murphy@example.com,United States,female,2021-03-10,E-Wallet,6,1053,JBC,62,28
70,0,0,1,40,8.4,2771.92,317.4,lumi.saari@example.com,Finland,female,2021-01-30,E-Wallet,182,1105,Visa,21,69
4025,1,0,1,28.44,6.4,1997.28,533.8,vitor.deschamps@example.com,Switzerland,male,2021-04-01,Mobile,152,1053,Amex,89,66
7004,0,0,1,11.88,47.4,1885.48,383.52,willie.ward@example.com,Ireland,male,2021-01-05,Prepaid cards,27,1130,Visa,14,93
2730,0,0,0,20.08,2.48,2879.44,465.36,oliver.hokkanen@example.com,Finland,male,2021-02-09,Credit cards,138,1201,MasterCard,39,14
3861,1,1,0,39.88,29.76,3158.36,926.72,anne-lotte.lagarde@example.com,Netherlands,female,2021-01-29,Prepaid cards,138,1065,Amex,6,11
3587,0,1,1,49.16,33.96,3923.96,778.08,lloyd.nguyen@example.com,United States,male,2021-02-05,Bank transfers,145,1017,JBC,81,30
3993,0,1,0,29.16,37,2295.92,840.12,jose.santos@example.com,Spain,female,2021-03-28,E-Wallet,218,1045,Amex,26,54
5101,0,1,1,45.88,18.24,2630.16,338.84,borja.velasco@example.com,Spain,male,2021-01-10,Prepaid cards,155,1011,JBC,8,1
4375,0,1,1,5.4,21.36,2844.08,589.92,gerlinde.kowalski@example.com,Germany,female,2021-03-26,Prepaid cards,69,1221,MasterCard,92,42
6613,0,1,1,26.8,4.48,2387.56,431.24,eren.avan@example.com,Turkey,male,2021-03-11,E-Wallet,124,1239,JBC,63,12
7607,1,1,0,6.88,34.96,3158.76,186.24,lorenzo.nunez@example.com,Spain,male,2021-03-21,Prepaid cards,57,1183,Visa,80,64
9686,0,1,0,38.64,4.08,1140.48,772.36,patrick.robinson@example.com,New Zealand,male,2021-01-09,E-Wallet,284,1201,Amex,45,36
8077,1,1,0,9.32,24.52,4916.84,715.32,elise.barbier@example.com,France,female,2021-02-09,Mobile,218,1043,MasterCard,41,70
4665,1,0,1,3.28,27.72,3379.96,155.16,esat.kucukler@example.com,Turkey,male,2021-01-28,E-Wallet,105,1201,Amex,15,22
160,0,1,1,6.56,5.08,4073.96,395.08,mario.stanley@example.com,United Kingdom,male,2021-03-06,Mobile,134,1007,Visa,59,1
899,1,0,0,47,1.24,1099.2,263.88,ava.mercier@example.com,France,female,2021-03-05,E-Wallet,114,1151,MasterCard,15,51
6289,0,1,0,49.92,39.56,1452.32,475.12,oguzhan.ozbey@example.com,Turkey,male,2021-01-14,Mobile,250,1091,Amex,96,73
8759,1,0,0,7.28,4.4,1600.8,538.16,michael.chavez@example.com,Australia,male,2021-01-13,Bank transfers,83,1260,Amex,30,98
2765,1,0,0,1.44,45.52,4416.64,324.04,olivia.waisanen@example.com,Finland,female,2021-01-31,Bank transfers,133,1177,MasterCard,50,26
220,0,0,0,10.64,46.4,4573,704.48,adryn.zraay@example.com,Iran,male,2021-01-23,E-Wallet,68,1062,MasterCard,54,18
7872,1,0,1,34.12,20,2113.08,547.12,pauline.leclerc@example.com,Switzerland,female,2021-02-15,E-Wallet,216,1090,JBC,50,33
6766,1,0,1,2.04,5.04,4009.6,789.68,mia.patel@example.com,Canada,female,2021-03-25,Bank transfers,20,1215,JBC,25,11
8714,1,0,0,31.64,2.28,4901.12,770.04,aymeric.riviere@example.com,France,male,2021-03-18,Credit cards,19,1001,Visa,75,31
1982,0,0,1,1.36,45.48,4532.96,767.28,jayden.jean-baptiste@example.com,Canada,male,2021-01-18,Prepaid cards,285,1179,JBC,69,78
1450,1,0,1,6.04,18.8,4347.16,489.12,olivia.fabre@example.com,France,female,2021-02-19,Prepaid cards,199,1175,Amex,99,63
4297,0,1,0,34.24,2.72,4908.92,372.28,fletcher.moore@example.com,New Zealand,male,2021-03-15,Prepaid cards,92,1285,JBC,59,34
670,1,1,0,26.88,45.76,1045.36,886.28,aatu.arola@example.com,Finland,male,2021-03-01,Prepaid cards,190,1096,JBC,75,96
6967,0,1,1,35.6,37.2,4162.4,67.52,kuzey.kumcuoglu@example.com,Turkey,male,2021-01-23,Credit cards,11,1114,JBC,4,25
9640,1,1,1,15.8,3.96,3640.6,242.28,lorenzo.jimenez@example.com,Spain,male,2021-01-20,Prepaid cards,203,1279,Amex,15,20
9023,0,1,0,10.96,21.28,1579.28,840.6,gul.uluhan@example.com,Turkey,female,2021-03-28,E-Wallet,184,1058,JBC,15,21
6636,0,0,0,11.52,30.84,4399.4,432.28,owen.thompson@example.com,Canada,male,2021-01-11,Credit cards,5,1154,MasterCard,75,35
4183,0,1,0,26.8,18,4266.64,283.48,connor.rogers@example.com,Australia,male,2021-03-10,E-Wallet,233,1062,Visa,59,88
1047,0,1,1,4.16,11.2,4051.84,422.08,isabell.storas@example.com,Norway,female,2021-02-26,Credit cards,34,1064,Amex,56,27
3070,0,1,0,18.08,5.04,3606.88,766.16,dorothea.klemm@example.com,Germany,female,2021-02-15,Credit cards,59,1226,MasterCard,72,84
7422,0,1,0,43.28,48.16,1060.4,918.92,callum.caldwell@example.com,United Kingdom,male,2021-03-01,Mobile,87,1010,Visa,22,46
2644,1,1,1,25.68,19.56,4774.28,767.44,emma.jorgensen@example.com,Denmark,female,2021-01-16,Mobile,143,1133,Visa,25,9
9381,0,0,1,42.48,33.44,1022.36,245.28,julio.moya@example.com,Spain,male,2021-01-07,Credit cards,251,1127,MasterCard,32,78
2013,1,0,0,33.96,7.88,4217,728.8,eddie.jensen@example.com,Australia,male,2021-02-22,Prepaid cards,3,1288,Amex,90,23
8572,0,1,0,18.56,8.92,2524.44,141.52,caroline.herber@example.com,Germany,female,2021-03-22,Mobile,147,1003,Visa,3,73
4803,0,0,0,36.8,48.52,2320.16,110.32,sebastian.moreno@example.com,United Kingdom,male,2021-03-28,Credit cards,70,1046,Amex,36,37
7250,0,1,0,21,37.56,1825.24,121.88,kes.moor@example.com,Netherlands,male,2021-01-10,Prepaid cards,110,1013,MasterCard,33,95
6448,0,1,0,34,31.88,2458.52,873.6,kaitlin.perry@example.com,United Kingdom,female,2021-01-29,E-Wallet,186,1150,Amex,8,9
5485,1,0,1,16.08,34.56,3006.84,842.24,alice.hughes@example.com,New Zealand,female,2021-02-17,Credit cards,97,1217,JBC,41,56
4419,0,1,0,34.6,34.72,4234.04,749.92,nicolay.vanderhooft@example.com,Netherlands,male,2021-03-26,E-Wallet,297,1270,Visa,97,11
7681,1,0,0,3.12,41.84,4143.08,107.64,frank.reynolds@example.com,United Kingdom,male,2021-02-22,Credit cards,12,1064,Visa,32,60
3239,0,0,1,40.08,44.6,1888.96,385.48,rose.sanders@example.com,United States,female,2021-03-13,E-Wallet,24,1198,Visa,66,46
6580,1,0,0,48.56,38.68,1884.8,193,aiden.barnaby@example.com,Canada,male,2021-03-21,Mobile,141,1101,MasterCard,53,96
6803,0,0,0,15.32,16.44,1313.16,456.04,freddy.kremer@example.com,Germany,male,2021-03-23,E-Wallet,184,1239,Amex,16,46
9746,0,1,0,45.32,14.64,1099.28,465.88,nanna.johansen@example.com,Denmark,female,2021-02-23,Mobile,82,1222,JBC,18,70
371,1,0,0,31.6,42.96,3433,680.52,jan-willem.kruidhof@example.com,Netherlands,male,2021-02-10,Prepaid cards,59,1273,Amex,43,97
9670,0,1,1,39.76,29.56,3230,193.52,angelo.lopez@example.com,France,male,2021-03-22,Mobile,259,1050,Amex,32,56
5091,0,1,1,44.36,44.88,3444.68,221.16,chloe.lavigne@example.com,Canada,female,2021-01-07,Prepaid cards,95,1290,MasterCard,45,79
2758,0,0,1,39.68,2.2,3668.28,649.16,jael.dupont@example.com,Switzerland,female,2021-03-01,Credit cards,60,1274,JBC,96,92
9061,1,1,0,34.12,31.88,2784.36,807.56,virgil.mckinney@example.com,United Kingdom,male,2021-02-10,Prepaid cards,100,1176,Visa,21,65
3927,1,1,0,30.08,24.12,1511.44,871.52,eliana.meyer@example.com,Switzerland,female,2021-04-01,Mobile,269,1232,Amex,84,75
2514,0,0,1,42.52,25.68,2796.72,464.2,thea.olsen@example.com,Denmark,female,2021-02-14,E-Wallet,39,1006,Amex,54,89
1270,0,1,1,24.04,1.44,2912,984.76,ceyhun.demirel@example.com,Turkey,male,2021-03-27,Bank transfers,132,1036,Amex,25,1
8347,0,1,0,38.96,13.68,3969.68,378.4,darlene.peck@example.com,United States,female,2021-02-12,E-Wallet,187,1254,Visa,85,52
9078,1,1,1,24.44,20.64,1251.8,287.92,emilian.gjerlow@example.com,Norway,male,2021-02-12,Bank transfers,214,1262,Amex,32,7
8551,1,0,0,34.56,17.64,1293.4,494.72,stjepan.schiemann@example.com,Germany,male,2021-01-04,Prepaid cards,120,1052,MasterCard,96,50
9072,0,1,1,26.64,2.16,1754.52,162.88,kubra.tekelioglu@example.com,Turkey,female,2021-01-27,E-Wallet,203,1010,MasterCard,74,71
2251,0,0,1,10.96,40.8,1501.84,582.6,tara.rey@example.com,Switzerland,female,2021-02-20,Bank transfers,108,1063,Amex,94,83
1124,1,0,0,41.68,8.56,1910.2,509.56,gul.solmaz@example.com,Turkey,female,2021-01-04,E-Wallet,202,1191,Amex,76,53
5520,0,1,1,43.64,16.72,4000.8,896.68,sebastian.thomsen@example.com,Denmark,male,2021-03-22,Mobile,60,1023,Visa,66,88
2715,1,1,0,13.16,32.28,4698.88,674.52,alfredo.ruiz@example.com,Spain,male,2021-03-11,Credit cards,41,1150,MasterCard,86,5
6308,1,0,0,43.24,6.08,3908.92,816.28,edward.gray@example.com,United Kingdom,male,2021-01-24,Prepaid cards,36,1154,Visa,42,16
4555,1,0,1,7.56,17.52,2489.36,728.36,christina.bennett@example.com,Ireland,female,2021-03-14,Bank transfers,75,1077,Amex,93,42
4757,0,0,0,23.4,26.04,1738.96,743.52,adryn.hsyny@example.com,Iran,female,2021-01-31,Prepaid cards,30,1155,JBC,46,5
6083,1,1,1,4.8,3.04,4057.08,932.56,isabella.cook@example.com,Australia,female,2021-03-15,E-Wallet,145,1019,MasterCard,96,49
3072,1,1,0,12.12,6.4,2876.16,87.72,hildegard.nolte@example.com,Germany,female,2021-02-24,Prepaid cards,136,1261,JBC,29,88
7311,1,1,0,3.72,2.48,2624.44,656.64,caroline.graham@example.com,United States,female,2021-02-23,Prepaid cards,4,1012,Visa,70,94
5222,1,1,1,17.2,14.2,2678.12,131.04,jurg.robert@example.com,Switzerland,male,2021-01-28,Prepaid cards,197,1200,MasterCard,65,60
3898,1,1,1,46.6,32.72,4104.56,943.92,fernando.fontai@example.com,Switzerland,male,2021-01-28,Bank transfers,54,1124,JBC,57,37
4554,1,0,0,27.92,45.44,1066.4,280.84,ida.rice@example.com,United States,female,2021-03-30,Credit cards,69,1016,JBC,67,40
7266,1,1,0,35.88,40.76,4568.64,464.12,leo.david@example.com,Switzerland,male,2021-01-06,Mobile,223,1255,JBC,12,49
6820,1,0,1,35.76,33,2661.84,848.72,ftmh.shylyrd@example.com,Iran,female,2021-02-21,Mobile,186,1251,MasterCard,88,88
3734,1,1,1,14.68,36.24,3830.4,810.68,hanna.medina@example.com,United Kingdom,female,2021-02-02,Bank transfers,46,1108,JBC,10,68
3770,0,0,0,41.08,18,1080.4,932.76,brigitte.kaufmann@example.com,Germany,female,2021-03-14,Bank transfers,253,1173,JBC,11,70
377,0,1,0,10.64,6.64,4838.44,328.16,ysmyn.njty@example.com,Iran,female,2021-01-13,Bank transfers,154,1201,MasterCard,5,83
2158,1,1,1,5.08,26.64,1575.04,73.84,kylie.matthews@example.com,Australia,female,2021-02-27,Bank transfers,83,1232,Visa,93,39
2784,1,0,1,32.8,12.08,4056.44,807.32,aria.sund@example.com,Norway,female,2021-03-03,Prepaid cards,257,1257,JBC,73,70
3393,0,0,0,39.04,2.08,2445.24,546.4,christian.garrett@example.com,Australia,male,2021-02-19,Bank transfers,82,1284,MasterCard,52,78
6561,0,0,0,9.92,43.16,2728.2,421.56,rwnykh.qsmy@example.com,Iran,female,2021-02-12,Bank transfers,255,1167,MasterCard,49,76
6527,0,1,1,11.28,49.16,2086.92,601.16,gotthold.friesen@example.com,Germany,male,2021-02-21,E-Wallet,56,1031,JBC,19,14
5594,1,0,1,22.08,27.96,1559.84,543.24,edgar.vaningen@example.com,Netherlands,male,2021-03-02,Prepaid cards,238,1019,Amex,89,98
7512,1,0,1,43.44,23.8,1787.36,610,carl.andersen@example.com,Denmark,male,2021-01-12,Mobile,266,1095,Visa,84,49
5583,1,0,1,47.36,7.8,1814.88,894.72,yld.zraay@example.com,Iran,female,2021-02-11,Bank transfers,229,1098,Amex,92,31
6212,1,1,0,43.2,31.24,4961.28,228.96,mhn.zraay@example.com,Iran,male,2021-03-20,Bank transfers,178,1111,MasterCard,6,67
4041,1,0,0,33.6,17.08,4858.04,514.24,awyn.mhmdkhn@example.com,Iran,female,2021-01-13,Prepaid cards,208,1276,Visa,44,33
8694,1,0,0,8.8,24.56,4814.64,668.24,lana.teixeira@example.com,Brazil,female,2021-03-30,Bank transfers,15,1079,JBC,13,65
4661,0,0,1,48.36,36,2258.8,316.96,craig.carr@example.com,Australia,male,2021-01-25,E-Wallet,111,1205,Amex,36,84
7470,1,1,0,18.68,29.68,3049,392.04,silje.mortensen@example.com,Denmark,female,2021-03-02,Credit cards,107,1013,Amex,13,74
8417,0,0,1,40.52,14.84,3155.8,581.56,jacob.skuland@example.com,Norway,male,2021-03-01,Bank transfers,25,1009,JBC,20,54
1111,1,1,0,36.08,46.72,2011.44,264.64,mrsn.sdr@example.com,Iran,female,2021-01-08,Prepaid cards,108,1299,Amex,38,96
9804,1,1,1,29.56,5.88,3885.12,834.56,valdemar.jorgensen@example.com,Denmark,male,2021-03-29,Mobile,17,1183,Visa,19,11
7140,1,0,0,6.84,2.2,2597.44,406.4,yazan.sundet@example.com,Norway,male,2021-03-11,Prepaid cards,34,1059,MasterCard,11,36
7339,1,1,1,12.68,32.36,2361.68,136.92,kathrine.strom@example.com,Norway,female,2021-04-01,E-Wallet,111,1262,Visa,33,59
3753,0,0,1,25.28,27.72,3235.28,880.28,ryan.wiig@example.com,Norway,male,2021-03-18,Bank transfers,263,1090,JBC,52,66
1834,1,1,1,39.6,38.68,1746.04,881.32,phillip.bell@example.com,United Kingdom,male,2021-02-21,Prepaid cards,57,1275,JBC,12,42
1519,0,1,1,46.04,30.92,3687.96,786.88,rodrigo.leon@example.com,Spain,male,2021-03-30,Credit cards,298,1127,Visa,80,87
6050,0,1,0,30.56,34.28,3869.84,456.56,rasmus.rasmussen@example.com,Denmark,male,2021-03-20,E-Wallet,131,1051,Amex,7,72
5340,0,1,0,38.08,39.8,3424.96,567.32,clifford.robertson@example.com,United Kingdom,male,2021-01-08,E-Wallet,300,1119,JBC,3,76
5511,1,0,0,21.72,7.68,2136.8,443.32,jordan.caldwell@example.com,Australia,male,2021-01-09,Prepaid cards,75,1132,JBC,91,87
1127,0,0,1,20.92,6.96,2969.8,546.76,philip.singh@example.com,Canada,male,2021-02-19,Bank transfers,204,1082,JBC,37,95
4706,0,0,0,5.04,20.84,1408.12,545.44,emil.harju@example.com,Finland,male,2021-02-01,Prepaid cards,248,1239,JBC,80,73
6784,1,1,0,41.4,31.28,1872.88,699.44,paige.evans@example.com,New Zealand,female,2021-01-14,E-Wallet,16,1005,Visa,62,73
4895,1,0,0,32.96,40.16,3480.92,187,tomislav.hilmer@example.com,Germany,male,2021-01-01,Credit cards,174,1279,MasterCard,1,56
1725,0,0,1,26.76,19.48,1124.96,411.64,elias.andersen@example.com,Denmark,male,2021-03-24,Prepaid cards,126,1019,JBC,21,27
780,1,0,1,21.08,32.36,4755.96,570.2,david.lavoie@example.com,Canada,male,2021-01-01,Bank transfers,119,1251,JBC,96,72
340,0,1,0,14.76,33.6,1933.68,803.6,gabrielle.mathieu@example.com,France,female,2021-03-29,Credit cards,185,1161,Visa,71,80
9082,1,0,0,40.24,34.52,1220.48,866.4,alan.obrien@example.com,Ireland,male,2021-03-18,Mobile,43,1099,Amex,68,11
342,0,0,0,18.36,5.4,1020.04,94.64,kate.walker@example.com,New Zealand,female,2021-02-04,Prepaid cards,201,1212,Visa,37,32
2621,0,0,0,30.16,20.44,2024.88,710.84,logan.fournier@example.com,France,male,2021-01-23,E-Wallet,243,1131,JBC,88,52
8995,1,1,0,7.6,7.56,4773.48,512.84,mrl.slry@example.com,Iran,female,2021-03-28,Credit cards,223,1110,Visa,92,66
3241,0,1,1,28.16,27.36,3430.96,213.32,frederick.horton@example.com,Ireland,male,2021-01-22,Mobile,9,1209,Visa,54,36
3791,0,0,1,14.56,11.84,2528.76,203.84,solano.daconceicao@example.com,Brazil,male,2021-01-18,Prepaid cards,300,1162,Amex,81,6
1227,1,0,0,35.08,49.8,3268.32,378.44,selma.mortensen@example.com,Denmark,female,2021-01-18,Bank transfers,59,1257,Visa,66,96
1926,1,0,1,28.4,10.24,2474.12,669.96,eduardo.dominguez@example.com,Spain,male,2021-02-20,Bank transfers,121,1057,MasterCard,69,73
6759,0,0,1,7.04,49.92,3733.08,555.96,hudson.martin@example.com,New Zealand,male,2021-01-27,Prepaid cards,133,1121,Visa,38,6
4042,0,0,0,20.24,31.84,2268.8,948.2,stanley.cox@example.com,Ireland,male,2021-01-31,Mobile,83,1250,Visa,56,45
1371,1,0,1,41,39.4,3306.92,367.36,felix.roberts@example.com,New Zealand,male,2021-03-23,Prepaid cards,139,1266,Visa,3,29
5704,0,0,0,27.56,18.84,4577.12,757.72,pedro.graham@example.com,Australia,male,2021-03-14,Bank transfers,281,1017,JBC,74,92
9129,1,0,0,2.36,36.44,4879.12,907.04,hendrick.houtzager@example.com,Netherlands,male,2021-03-31,Credit cards,13,1196,JBC,40,2
7904,1,1,0,45.96,10.56,3264.8,879.52,anton.sorensen@example.com,Denmark,male,2021-03-26,Mobile,123,1155,Visa,96,30
5578,1,0,0,24.52,48.88,3054.12,493.76,lino.michel@example.com,France,male,2021-02-01,Bank transfers,54,1059,Amex,55,43
6376,1,1,1,23.6,44.76,4209.92,391.68,edward.cooper@example.com,New Zealand,male,2021-02-06,Bank transfers,97,1264,JBC,32,53
9353,1,0,1,35.84,40.4,1857.08,231.32,jeremiah.sanders@example.com,Ireland,male,2021-01-14,Mobile,275,1182,JBC,22,45
1762,1,1,1,28.08,10.64,1799,607.44,olivier.bergeron@example.com,Canada,male,2021-02-18,E-Wallet,15,1003,Amex,15,96
7329,1,0,1,7.68,41,3752.08,386.56,hmd.rdyyn@example.com,Iran,male,2021-01-27,Prepaid cards,54,1012,MasterCard,88,4
5847,1,1,1,46.56,11.52,1467.12,61.04,angelita.dacruz@example.com,Brazil,female,2021-03-15,Bank transfers,11,1037,Amex,80,53
4709,1,0,1,20.08,35.48,3566.08,981.6,eiril.netland@example.com,Norway,female,2021-02-23,E-Wallet,1,1294,JBC,21,48
2823,0,1,0,32.8,9.68,1987.52,389.84,bhrh.shylyrd@example.com,Iran,female,2021-03-15,Prepaid cards,48,1213,JBC,73,96
593,1,1,1,32.64,44.36,3494.6,854.32,nicklas.poulsen@example.com,Denmark,male,2021-01-04,Mobile,75,1230,JBC,40,99
2144,1,0,1,47.04,27.4,2567.24,431.36,mae.roussel@example.com,France,male,2021-03-12,Bank transfers,6,1269,JBC,90,54
2501,1,0,1,49.28,15.72,1139.52,117.56,nicole.ford@example.com,Ireland,female,2021-02-28,Bank transfers,239,1091,Visa,4,92
9879,1,1,1,18.84,49.52,3220.36,796.16,danny.harvey@example.com,Ireland,male,2021-01-03,Prepaid cards,259,1130,Visa,96,40
8287,1,0,0,11.6,40.2,4844.84,144.28,claire.armstrong@example.com,Ireland,female,2021-02-24,E-Wallet,68,1064,Visa,50,33
4407,1,1,0,36.32,6.64,2279.88,862.68,grzegorz.kurth@example.com,Germany,male,2021-02-26,Credit cards,5,1233,Amex,15,82
475,1,1,1,4.04,20.08,2013.52,56.44,maren.kummer@example.com,Germany,female,2021-01-14,E-Wallet,277,1119,Amex,38,20
2543,0,0,0,42.8,32.28,3177.2,975.36,iiris.koivisto@example.com,Finland,female,2021-03-09,Prepaid cards,109,1240,MasterCard,69,67
6981,1,0,0,49.12,26.24,4539.68,741.76,januaria.peixoto@example.com,Brazil,female,2021-02-23,Prepaid cards,172,1100,Visa,77,1
9385,0,1,1,27.56,5.12,4761.76,829.48,tracy.peterson@example.com,Australia,female,2021-02-04,E-Wallet,275,1246,Amex,10,95
6591,1,0,0,38.4,40.4,4210.44,811.64,ethan.davis@example.com,United Kingdom,male,2021-02-17,Credit cards,28,1057,Visa,14,81
9616,0,1,0,42.12,21.76,4084.12,844.16,fedde.hazen@example.com,Netherlands,male,2021-03-10,Prepaid cards,275,1176,Visa,73,16
7659,1,1,0,40.24,25.36,3403.08,477.72,peyton.alvarez@example.com,Australia,female,2021-04-01,Prepaid cards,209,1284,Amex,96,41
5911,0,0,0,6.48,29.28,2614.12,716.72,magali.lecomte@example.com,Switzerland,female,2021-01-02,Credit cards,38,1089,Amex,52,26
4643,1,1,1,9.64,26.24,2085.8,635.92,sofie.rasmussen@example.com,Denmark,female,2021-01-31,E-Wallet,222,1103,Visa,15,18
6550,1,0,1,46.12,16.56,2963.44,811.16,leta.wheeler@example.com,Australia,female,2021-02-03,E-Wallet,144,1253,Visa,71,67
1915,0,0,1,48.92,15.68,4655.52,620.44,mabel.kelly@example.com,United States,female,2021-03-17,Prepaid cards,99,1030,Amex,52,78
498,0,1,1,43.96,17.4,4580.16,358.6,lila.leroy@example.com,France,female,2021-03-15,Prepaid cards,254,1081,Amex,95,15
9789,1,1,1,25.32,9.84,3601.24,199,ellen.heikkinen@example.com,Finland,female,2021-03-28,Credit cards,266,1112,MasterCard,71,22
5510,1,0,1,44.64,4.08,1800.84,793.16,monica.rodriguez@example.com,Switzerland,female,2021-02-17,Mobile,252,1111,MasterCard,80,66
2428,1,0,0,6.24,18.84,1954.4,993.56,rose.girard@example.com,France,female,2021-02-14,Bank transfers,78,1280,JBC,13,28
8448,1,0,0,20.96,31.68,2925.2,635.04,alex.mills@example.com,Ireland,female,2021-03-28,Mobile,293,1071,Amex,25,32
617,1,1,1,6.92,41.96,1146.32,805.28,genilsa.darocha@example.com,Brazil,female,2021-01-13,Bank transfers,65,1037,JBC,8,26
5949,1,0,0,13.8,4.44,3375.64,850.8,sarah.johnson@example.com,United Kingdom,female,2021-01-04,Mobile,154,1024,JBC,24,35
6754,0,0,1,31.96,8.36,2990.68,476.04,vedat.kahveci@example.com,Turkey,male,2021-02-07,E-Wallet,193,1059,MasterCard,1,94
7302,1,1,1,5.52,30.92,3555.48,511.68,judith.walters@example.com,United Kingdom,female,2021-03-27,Credit cards,226,1234,MasterCard,13,47
1888,1,1,1,20.12,41.2,3555.16,225.64,eva.lopez@example.com,Spain,female,2021-02-25,Bank transfers,156,1036,Amex,25,12
621,0,0,1,43.72,11.32,4256.8,532.32,falco.dacunha@example.com,Brazil,male,2021-03-15,Mobile,80,1251,Amex,83,46
3394,0,1,1,20.32,9.64,2013.6,962.12,valtteri.ahonen@example.com,Finland,male,2021-02-21,E-Wallet,136,1009,Visa,37,7
8816,0,0,0,24.32,48.2,1281.76,409.08,aleteia.barros@example.com,Brazil,female,2021-02-06,Mobile,218,1221,Visa,35,38
4509,1,1,1,48.16,18.44,1191.52,884.12,awyn.hmdy@example.com,Iran,female,2021-01-23,Mobile,253,1043,Amex,31,22
6045,0,1,0,16.6,41.24,3359.72,841.28,eva.thompson@example.com,United Kingdom,female,2021-01-20,Credit cards,192,1176,JBC,23,97
9910,1,0,0,1.8,37.76,1484.56,999.48,thomas.taylor@example.com,New Zealand,male,2021-03-10,Mobile,199,1153,JBC,9,31
1704,0,1,0,20.48,46.44,3221,243.84,borja.garrido@example.com,Spain,male,2021-02-09,E-Wallet,62,1204,JBC,53,47
3661,1,1,1,27.52,9.76,2475.48,654.6,cristina.fernandes@example.com,Brazil,female,2021-01-10,E-Wallet,71,1129,JBC,66,85
7658,0,1,1,3.24,14.88,1682.52,719.76,lawrence.henderson@example.com,United Kingdom,male,2021-02-24,Prepaid cards,208,1001,JBC,13,90
7443,1,0,0,20.68,4.56,4977.56,499,laurits.nordvik@example.com,Norway,male,2021-02-16,Bank transfers,182,1159,JBC,61,41
3468,0,0,0,7.24,3,2763.88,916.56,jeannette.schirmer@example.com,Germany,female,2021-02-08,Prepaid cards,68,1112,Amex,84,93
66,1,1,1,10.96,44.24,4360.56,690.24,gavin.dean@example.com,United Kingdom,male,2021-03-29,Bank transfers,55,1226,Visa,52,22
4020,1,0,1,46.8,36.24,2990.88,398.52,erik.lemoine@example.com,Switzerland,male,2021-03-27,Bank transfers,102,1082,JBC,27,18
6329,0,0,1,38.72,39,4816.24,206.24,cassandra.vasquez@example.com,Australia,female,2021-01-10,Credit cards,162,1271,Visa,15,97
2175,1,1,0,47.12,8.96,1744.2,788.08,leonard.omahony@example.com,Ireland,male,2021-01-25,Bank transfers,4,1045,Visa,99,83
9476,1,1,0,11.64,34.36,4543.6,919.32,angie.sullivan@example.com,United Kingdom,female,2021-01-26,Credit cards,219,1156,JBC,29,27
2932,0,1,0,31.84,31.32,3309.8,662.6,evan.wade@example.com,Australia,male,2021-02-09,Mobile,68,1289,MasterCard,7,2
7253,1,0,0,2.8,18.72,1802.04,553.28,hailey.chan@example.com,Canada,female,2021-03-05,Credit cards,268,1145,Amex,2,35
8277,0,0,0,14.92,41.04,3213.44,822.36,alito.moreira@example.com,Brazil,male,2021-02-10,E-Wallet,147,1045,Amex,71,83
965,1,0,0,46.68,29.96,3254.56,770.8,albert.watkins@example.com,United Kingdom,male,2021-02-17,Prepaid cards,244,1126,Amex,59,61
6846,1,0,0,2.64,3.84,4416.4,446.28,lucas.andersen@example.com,Denmark,male,2021-02-20,Credit cards,291,1240,MasterCard,83,20
7121,0,0,1,23,24.68,3316.4,508.88,elliot.hubert@example.com,France,male,2021-02-11,Credit cards,87,1217,MasterCard,28,3
8956,1,1,0,15.96,27.52,2285.4,631,carlos.perez@example.com,Spain,male,2021-02-23,Credit cards,82,1091,Amex,33,75
5686,0,0,0,8.56,8.32,2922.8,417.24,naja.pedersen@example.com,Denmark,female,2021-03-10,Prepaid cards,154,1169,MasterCard,81,83
6087,0,0,1,39.68,30.56,2048.68,227.24,malo.lefebvre@example.com,France,male,2021-03-28,Credit cards,108,1044,JBC,70,26
